actor_1_name,actor_2_name,actor_3_name,director_name,genres,gross,budget,imdb_score 
Rudy Youngblood,Dalia Hernández,Jonathan Brewer,Mel Gibson,Action|Adventure|Drama|Thriller,50859889,40000000,7.8
Topher Grace,Alice Braga,Derek Mears,Nimród Antal,Action|Adventure|Sci-Fi|Thriller,52000688,40000000,6.4
Johnny Depp,Charles S. Dutton,Timothy Hutton,David Koepp,Mystery|Thriller,47781388,40000000,6.6
Keanu Reeves,Dylan Walsh,Ebon Moss-Bachrach,Alejandro Agresti,Drama|Fantasy|Romance,52320979,40000000,6.8
Gena Rowlands,Deneen Tyler,Joy Bryant,Iain Softley,Horror|Mystery|Thriller,47806295,43000000,6.5
Jennifer Garner,Odeya Rush,Common,Peter Hedges,Comedy|Drama|Family|Fantasy,51853450,25000000,6.6
Busy Philipps,Beau Garrett,Kevin Sussman,Paul Weiland,Comedy|Romance,46012734,40000000,5.8
Johnny Cannizzaro,Steve Schirripa,Scott Vance,Clint Eastwood,Biography|Drama|Music|Musical,47034272,40000000,6.9
Robert Downey Jr.,Charles S. Dutton,Bernard Hill,Mathieu Kassovitz,Horror|Mystery|Thriller,59588068,40000000,5.8
Sam Trammell,Johnny Lewis,Ian Whyte,Colin Strause,Action|Horror|Sci-Fi|Thriller,41797066,40000000,4.7
J.K. Simmons,Sam Trammell,Elaine Stritch,Joan Chen,Drama|Romance,37752931,40000000,5.5
Brad Garrett,Scott Porter,Haley Bennett,Marc Lawrence,Comedy|Music|Romance,50562555,,6.5
Bobby Lee,Nelson Ascencio,Jeremy Owen,Greg Mottola,Adventure|Comedy|Sci-Fi,37371385,40000000,7.0
Miriam Margolyes,Tom Virtue,Julene Renee,Anne Fletcher,Comedy|Drama,37101011,40000000,5.8
Alison Brie,Aimee Teegarden,Shenae Grimes-Beech,Wes Craven,Horror|Mystery,38176892,40000000,6.2
James Wilcox,Randall Park,Nat Faxon,Jake Kasdan,Comedy,38543473,40000000,5.1
Adam Arkin,Celia Weston,Jesse James,Diane Keaton,Comedy|Drama,36037909,60000000,4.7
Emma Bell,Jacqueline MacInnes Wood,Courtney B. Vance,Steven Quale,Horror,42575718,40000000,5.9
Kevin Spacey,Haley Joel Osment,Angie Dickinson,Mimi Leder,Drama,33508922,40000000,7.2
Jimmy Fallon,KaDee Strickland,Ione Skye,Bobby Farrelly,Comedy|Drama|Romance|Sport,42071069,30000000,6.2
Lisa Ann Walter,Shaun Weiss,Matt Walsh,Steven Brill,Comedy|Drama,32853640,40000000,5.7
Liam Neeson,Charlize Theron,Seth MacFarlane,Seth MacFarlane,Comedy|Western,42615685,40000000,6.1
Tom Hanks,Thomas Horn,Stephen Henderson,Stephen Daldry,Adventure|Drama|Mystery,31836745,40000000,6.9
Noah Bean,Patti D'Arbanville,Vanessa Aspillaga,Roger Michell,Comedy|Drama|Romance,30993544,40000000,6.5
50 Cent,Bill Duke,Marc John Jefferies,Jim Sheridan,Biography|Crime|Drama|Music,30981850,40000000,5.0
Michael Biehn,Cary-Hiroyuki Tagawa,Anne Archer,Christian Duguay,Action|Adventure|Crime|Thriller,30199105,40000000,5.7
Rosario Dawson,David Fine,Jesse L. Martin,Chris Columbus,Drama|Musical|Romance,29077547,40000000,7.0
Rufus Sewell,Jimmy Smits,Angela Bettis,Chuck Russell,Crime|Drama|Horror|Thriller,29374178,40000000,5.1
Catherine Deneuve,Justin Chambers,Stephen Rea,Peter Hyams,Action|Adventure|Romance,27053815,40000000,4.7
Natalie Portman,Scarlett Johansson,Benedict Cumberbatch,Justin Chadwick,Biography|Drama|History|Romance,26814957,35000000,6.7
Keanu Reeves,Charlize Theron,Frank Langella,Pat O'Connor,Drama|Romance,25178165,40000000,6.7
Stephen Rea,Andrea Frankle,William Ragsdale,Stephen Hopkins,Horror|Thriller,25117498,40000000,5.7
Jordi Mollà,Callum Blue,Jesse Borrego,Olivier Megaton,Action|Crime|Drama|Thriller,36665854,40000000,6.4
Robert De Niro,James Franco,John Doman,Michael Caton-Jones,Crime|Drama|Mystery|Thriller,22433915,60000000,6.2
Dane Cook,Jay Hernandez,Christina Milian,Joseph Kahn,Action|Comedy|Crime,21176322,40000000,4.0
Kirsten Dunst,Shirley Henderson,Rip Torn,Sofia Coppola,Biography|Drama|History|Romance,15962471,40000000,6.4
Sylvester Stallone,Miranda Richardson,Lauren Lee Smith,Stephen Kay,Action|Crime|Drama|Thriller,14967182,40000000,5.1
Naomi Watts,Geraldine Chaplin,Oaklee Pendergast,J.A. Bayona,Drama|Thriller,18996755,45000000,7.6
Bill Murray,Meryl Streep,Helen McCrory,Wes Anderson,Adventure|Animation|Comedy|Crime|Family,20999103,40000000,7.8
Angelina Jolie Pitt,Stockard Channing,James Gammon,Stephen Herek,Comedy|Romance,14448589,40000000,5.8
Mathieu Kassovitz,Jamel Debbouze,Isabelle Nanty,Jean-Pierre Jeunet,Comedy|Romance,33201661,77000000,8.4
Mary-Kate Olsen,Bob Saget,Riley Smith,Dennie Gordon,Comedy|Crime|Family|Romance,14018364,30000000,4.8
Omar Epps,Nia Long,Jane Krakowski,Charles Shyer,Comedy|Drama|Romance,13395939,60000000,6.2
Ted Danson,Tim Blake Nelson,Andrew Daly,Ken Kwapis,Biography|Drama|Romance,20113965,40000000,6.5
Natascha McElhone,Jeffrey Combs,Udo Kier,William Malone,Crime|Horror|Thriller,13208023,42000000,3.3
Josh Hutcherson,Salma Hayek,Patrick Fugit,Paul Weitz,Action|Adventure|Fantasy|Thriller,13838130,40000000,5.9
Daniel Radcliffe,Spencer Wilding,Daniel Mays,Paul McGuigan,Drama|Horror|Sci-Fi|Thriller,5773519,40000000,6.0
Justin Theroux,Amber Valletta,Harvey Fierstein,Danny DeVito,Comedy,9652000,40000000,5.8
Bernie Mac,Sean Hayes,Mike Epps,Malcolm D. Lee,Comedy|Drama|Music,12081447,,6.5
Norman Reedus,Dennis Quaid,Eddie Rouse,Christian Alvart,Action|Horror|Mystery|Sci-Fi|Thriller,10326062,33000000,6.8
Gary Dourdan,Mekhi Phifer,Tim Guinee,Gary Fleder,Drama|Mystery|Sci-Fi|Thriller,6114237,40000000,6.2
Rufus Sewell,Bridgette Wilson-Sampras,Rupert Graves,Christian Duguay,Action|Adventure|Thriller,4835968,40000000,4.5
Bridgette Wilson-Sampras,Matt Ross,John Aylward,Jean-Marie Poiré,Comedy|Fantasy|Sci-Fi,4777007,40000000,5.8
Chris Evans,Benedict Wong,Troy Garity,Danny Boyle,Adventure|Sci-Fi|Thriller,3675072,26000000,7.3
John Gatins,Lou Saliba,Greg Collins,Brian Robbins,Comedy|Drama,18438149,40000000,5.9
Eric Idle,Anne Bancroft,Kelly Ripa,Marc F. Adler,Adventure|Animation|Comedy|Fantasy|Romance,511920,40000000,4.4
Ray Winstone,Mark Rylance,Jasmine Trinca,Pierre Morel,Action|Crime|Drama|Mystery|Thriller,10640645,40000000,5.8
Alex Pettyfer,Sophie Okonedo,Ashley Walters,Geoffrey Sax,Action|Adventure|Family|Thriller,652526,40000000,5.1
Sarah Roemer,Aaron Yoo,Jose Pablo Cantillo,D.J. Caruso,Drama|Mystery|Thriller,80050171,20000000,6.9
James Brolin,Zan Marolt,Ljubomir Kerekes,Richard Shepard,Adventure|Comedy|Drama|Romance|Thriller|War,876671,25000000,6.9
Jet Li,Takeshi Kaneshiro,Andy Lau,Peter Ho-Sun Chan,Action|Drama|History|Romance|War,128978,40000000,7.1
Jay Hernandez,Kuno Becker,Jason Scott Lee,Sergey Bodrov,Drama|History|War,77231,25000000,6.0
Chris Evans,Ewen Bremner,Kang-ho Song,Joon-ho Bong,Action|Drama|Sci-Fi|Thriller,4563029,39200000,7.0
Adam Goldberg,Bob Balaban,François Cluzet,Bibo Bergeron,Adventure|Animation|Comedy|Fantasy|Music|Romance,,25000000,6.8
Matthew Broderick,Glenn Morshower,Tim Blake Nelson,Jeff Nathanson,Comedy,463730,,5.7
Tamannaah Bhatia,Anushka Shetty,Prabhas,S.S. Rajamouli,Action|Adventure|Drama|Fantasy|War,6498000,18026148,8.4
Arliss Howard,Brooklynn Proulx,Michelle Nolden,Robert Schwentke,Drama|Fantasy|Romance|Sci-Fi,63411478,39000000,7.1
Colin Ferguson,Stephen Collins,Tom Everett Scott,Michael Lehmann,Comedy|Romance,42640890,,5.6
Paul Walker,Vin Diesel,Jordana Brewster,Rob Cohen,Action|Crime|Thriller,144512310,38000000,6.7
Martin Landau,Catherine O'Hara,Atticus Shaffer,Tim Burton,Animation|Comedy|Family|Horror|Sci-Fi,35287788,39000000,7.0
Adam Baldwin,Sean Maher,Michael Hitchcock,Joss Whedon,Action|Adventure|Sci-Fi|Thriller,25335935,40000000,8.0
Omar Epps,Charles S. Dutton,Tim Daly,Charles S. Dutton,Biography|Drama|Romance|Sport,5881504,39000000,5.3
Robert De Niro,Sylvester Stallone,Oscar Gale,Peter Segal,Comedy|Sport,29802761,40000000,6.4
Takeshi Kaneshiro,Tony Chiu Wai Leung,Wei Zhao,John Woo,Action|Adventure|Drama|History|War,626809,553632000,7.4
Ethan Embry,Mary Lynn Rajskub,Courtney Gains,Andy Tennant,Comedy|Romance,127214072,38000000,6.1
Gerard Butler,John Michael Higgins,Eric Winter,Robert Luketic,Comedy|Romance,88915214,38000000,6.5
Steve Buscemi,Alexa PenaVega,Emily Osment,Robert Rodriguez,Action|Adventure|Comedy|Family|Sci-Fi,85570368,38000000,5.1
Tony Chiu Wai Leung,Hye-kyo Song,Elvis Tsui,Kar-Wai Wong,Action|Biography|Drama,6594136,38600000,6.5
Robert Pattinson,Christoph Waltz,James Frain,Francis Lawrence,Drama|Romance,58700247,38000000,6.9
Blythe Auffarth,Bianca Collins,Jiao Xu,Yuefeng Song,Adventure|Animation|Family|Fantasy,,40000000,6.4
Bill Cobbs,Jeff Kober,Billy Campbell,Michael Apted,Crime|Drama|Thriller,39177215,38000000,5.6
Sarah Silverman,Anne Bancroft,Jeffrey Jones,David Mirkin,Comedy|Crime|Romance,40334024,35000000,6.2
D.B. Woodside,Daniella Alonso,Eduardo Verástegui,Andy Fickman,Action|Comedy|Crime,71038190,30000000,4.4
Sonia Braga,Shirley Knight,Kari Matchett,Luis Mandoki,Drama|Romance,24044532,38000000,5.6
Jim Belushi,Ken Marino,Kelly Lynch,John Pasquin,Comedy|Drama,22770864,38000000,5.5
Beth Grant,Dagmara Dominczyk,Matthew Glave,Stephen Herek,Drama|Music,16991902,57000000,6.2
Mo'Nique,Gabourey Sidibe,Mariah Carey,Lee Daniels,Drama,47536959,10000000,7.3
Vin Diesel,Nolan Gerard Funk,Bokeem Woodbine,David Twohy,Action|Sci-Fi|Thriller,41997790,38000000,6.4
Tom Skerritt,Usher Raymond,Leonor Varela,Steve Miner,Action|Adventure|Drama|Thriller|Western,623374,38000000,5.2
Bill Murray,Toby Jones,Harry Treadaway,Gil Kenan,Adventure|Family|Fantasy|Sci-Fi,7871693,55000000,6.5
Mike Howard,Jeffrey W. Jenkins,Bruce Goodchild,Paul Thomas Anderson,Drama,16377274,32000000,7.1
Hayden Christensen,Ryan Cartwright,David Walliams,David Leland,Adventure|Comedy|History|Romance,,38000000,4.8
Dennis Quaid,Nicole Beharie,Charles S. Dutton,Gary Fleder,Biography|Drama|Sport,9589875,40000000,7.3
Chloë Grace Moretz,Maggie Siff,Nick Robinson,J Blakeson,Action|Adventure|Sci-Fi|Thriller,34912982,38000000,5.2
Sylvester Stallone,Phylicia Rashad,Graham McTavish,Ryan Coogler,Drama|Sport,109712885,35000000,7.7
Jeremy Renner,Jon Hamm,Owen Burke,Ben Affleck,Crime|Drama|Thriller,92173235,37000000,7.6
Anna Kendrick,Dennis Quaid,Thomas Lennon,Kirk Jones,Comedy|Drama|Romance,41102171,40000000,5.7
J.K. Simmons,Brad Pitt,Kevin Sussman,Ethan Coen,Comedy|Drama,60338891,37000000,7.0
Gerard Butler,Anthony Simcoe,Christopher James Baker,Jennifer Flackett,Adventure|Comedy|Family|Fantasy,48006503,37000000,6.0
Chris Hemsworth,Olivia Wilde,Alexandra Maria Lara,Ron Howard,Action|Biography|Drama|Sport,26903709,38000000,8.1
Bruce Willis,Tracy Morgan,Kevin Pollak,Kevin Smith,Action|Comedy|Crime,44867349,37000000,5.6
Alison Brie,Damon Wayans Jr.,Nicholas Braun,Christian Ditter,Comedy|Romance,46813366,38000000,6.1
Morgan Freeman,Michael Roark,Harry Connick Jr.,Charles Martin Smith,Drama|Family,72279690,37000000,6.9
Kristen Stewart,Taylor Lautner,Anna Kendrick,Catherine Hardwicke,Drama|Fantasy|Romance,191449475,37000000,5.2
Denzel Washington,Laura Harring,Anne Heche,Nick Cassavetes,Crime|Drama|Thriller,71026631,36000000,7.0
Laura-Leigh,Molly C. Quinn,Thomas Lennon,Rawson Marshall Thurber,Comedy|Crime,150368971,37000000,7.0
Yuliya Snigir,Fedor Bondarchuk,Aleksey Serebryakov,Fedor Bondarchuk,Action|Adventure|Sci-Fi,,29500000,5.3
Charlie McDermott,Collette Wolfe,Crystal Lowe,Steve Pink,Comedy|Sci-Fi,50213619,36000000,6.4
Morgan Freeman,Taylor Blackwell,Harry Connick Jr.,Charles Martin Smith,Drama|Family,42019483,36000000,6.4
Charlize Theron,James Frain,Clarence Williams III,John Frankenheimer,Action|Adventure|Crime|Drama|Family|Fantasy|Romance|Thriller,23360779,34000000,5.7
Vin Diesel,Jeff Kober,Larenz Tate,F. Gary Gray,Action|Crime|Drama|Thriller,26183197,36000000,6.1
Emma Stone,Bradley Cooper,Bill Murray,Cameron Crowe,Comedy|Drama|Romance,20991497,37000000,5.4
Anthony Hopkins,Colin O'Donoghue,Toby Jones,Mikael Håfström,Drama|Horror|Mystery|Thriller,33037754,37000000,6.0
Stockard Channing,Nathan Lane,John Larroquette,Andrew Bergman,Biography|Comedy|Romance,2954405,36000000,5.3
Cheryl Hines,Kenan Thompson,Omid Abtahi,Kirk De Micco,Adventure|Animation|Comedy|Family|Sci-Fi,30105968,37000000,4.5
Bernie Mac,Dylan Baker,Tracy Morgan,Chris Rock,Comedy,37788228,35200000,5.4
Bradley Cooper,Rob Riggle,Mike Epps,Todd Phillips,Comedy,277313371,35000000,7.8
Mike Tyson,Lynn Hung,Kwok-Kwan Chan,Wilson Yip,Action|Biography|Drama|History,2126511,36000000,7.2
Jordi Mollà,Dougray Scott,Lily Cole,Roland Joffé,Biography|Drama|War,1068392,36000000,5.9
Catherine Dyer,Quinton Aaron,Kim Dickens,John Lee Hancock,Biography|Drama|Sport,255950375,29000000,7.7
Alexa PenaVega,Cheech Marin,Daryl Sabara,Robert Rodriguez,Action|Adventure|Comedy|Family|Sci-Fi,112692062,35000000,5.4
Kevin Spacey,Lindsay Sloane,Reginald Ballard,Seth Gordon,Comedy|Crime,117528646,35000000,6.9
Matt Damon,Jeff Bridges,Bruce Green,Ethan Coen,Adventure|Drama|Western,171031347,38000000,7.7
Meryl Streep,Anne Hathaway,Rebecca Mader,David Frankel,Comedy|Drama|Romance,124732962,35000000,6.8
Jon Favreau,Eric Stonestreet,T.I.,Seth Gordon,Comedy|Crime,134455175,35000000,5.7
Kevin Spacey,Jim Sturgess,Josh Gad,Robert Luketic,Crime|Drama|Thriller,81159365,35000000,6.8
Amy Schumer,Randall Park,Josh Segarra,Judd Apatow,Comedy|Romance,110008260,35000000,6.3
Bernie Mac,Nicole Sullivan,Sherri Shepherd,Kevin Rodney Sullivan,Comedy|Romance,67962333,35000000,5.9
Michael Angarano,Kelly Preston,Nicholas Braun,Mike Mitchell,Adventure|Comedy|Family|Sci-Fi,63939454,35000000,6.2
Dylan Baker,Jake Weber,James Gammon,Tarsem Singh,Horror|Sci-Fi|Thriller,61280963,33000000,6.3
Scott Glenn,Kevin Connolly,Dylan Walsh,Randall Wallace,Biography|Drama|Family|History|Sport,59699513,35000000,7.2
Chris Evans,Sarah Michelle Gellar,Mako,Kevin Munroe,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,54132596,34000000,6.3
Alfre Woodard,Riley Smith,Debra Winger,Michael Tollin,Biography|Drama|Sport,52277485,35000000,6.9
Mila Kunis,Justin Timberlake,Masi Oka,Will Gluck,Comedy|Romance,55802754,35000000,6.6
Chloë Grace Moretz,Ike Barinholtz,Kiersey Clemons,Nicholas Stoller,Comedy,55291815,35000000,6.0
Tom Hanks,Ruth Wilson,B.J. Novak,John Lee Hancock,Biography|Comedy|Drama|History|Music,83299761,35000000,7.5
Charlyne Yi,Maude Apatow,Mackenzie Aladjem,Judd Apatow,Comedy,67523385,35000000,6.2
Robin Williams,Bernie Mac,Ann-Margret,Walt Becker,Comedy|Family,49474048,35000000,5.4
Craig Parker,Kevin Grevioux,Steven Mackintosh,Patrick Tatopoulos,Action|Adventure|Fantasy|Sci-Fi|Thriller,45802315,35000000,6.6
Robin Williams,Christine Taylor,Mindy Kaling,Ken Kwapis,Comedy|Romance,43792641,35000000,5.3
Jon Lovitz,Jon Heder,Tim Meadows,Dennis Dugan,Comedy|Romance|Sport,57651794,33000000,5.6
Stockard Channing,Victor Webster,Elizabeth Perkins,Gary David Goldberg,Comedy|Romance,43894863,30000000,5.9
Milla Jovovich,Jaymes Butler,Colin Salmon,Paul W.S. Anderson,Action|Horror|Sci-Fi,39532308,33000000,6.7
J.K. Simmons,Tom Hanks,Stephen Root,Ethan Coen,Comedy|Crime|Thriller,39692139,35000000,6.2
Mila Kunis,Beau Bridges,Jamie Hector,John Moore,Action|Crime|Drama|Mystery|Thriller,40687294,35000000,5.4
Matt Bomer,Olivia Wilde,Justin Timberlake,Andrew Niccol,Action|Sci-Fi|Thriller,37553932,40000000,6.7
Danneel Ackles,Noureen DeWulf,Tom Bosley,Alan Poul,Comedy|Romance,37481242,35000000,5.3
Ashley Williams,Steve Howey,Kirsten Day,Luke Greenfield,Comedy|Drama|Romance,39026186,35000000,5.9
Tom Wilkinson,Marsha Thomason,Vincent Regan,Gil Junger,Adventure|Comedy|Fantasy,33422806,50000000,4.8
Emilia Fox,Frank Finlay,Ed Stoppard,Roman Polanski,Biography|Drama|War,32519322,35000000,8.5
Johnny Depp,Jason Flemyng,Ian Richardson,Albert Hughes,Horror|Mystery|Thriller,31598308,35000000,6.8
Keisha Castle-Hughes,Hiam Abbass,Shaun Toub,Catherine Hardwicke,Drama|Family|Fantasy,37617947,30000000,6.8
Robert Ri'chard,Paris Hilton,Brian Van Holt,Jaume Collet-Serra,Horror,32048809,30000000,5.3
Natalie Portman,Julia Roberts,Colin Stinton,Mike Nichols,Drama|Romance,33987757,27000000,7.3
Leonardo DiCaprio,Naomi Watts,Kaitlyn Dever,Clint Eastwood,Biography|Crime|Drama,37304950,35000000,6.6
Jason Flemyng,Cameron Boyce,Julian Glover,Alexandre Aja,Horror|Mystery,30691439,35000000,6.2
Aaliyah,Lena Olin,Bruce Spence,Michael Rymer,Drama|Fantasy|Horror,30307804,35000000,5.2
Billy Burke,Jesse Tyler Ferguson,Joseph Cross,Gregory Hoblit,Crime|Drama|Thriller,28687835,35000000,6.2
Stephen Root,Mike Starr,George Carlin,Kevin Smith,Comedy|Drama|Romance,25266129,35000000,6.2
Cicely Tyson,Chad Lindberg,Carmen Ejogo,Rob Cohen,Action|Crime|Mystery|Thriller,25863915,35000000,5.1
Robert De Niro,Joshua Mikel,D.B. Sweeney,Scott Mann,Action|Crime|Thriller,,19000000,6.1
Daniel Mays,Bill Bailey,Eros Vlahos,Susanna White,Comedy|Family|Fantasy,28995450,35000000,6.1
Mitch Pileggi,Callum Rennie,Nicki Aycox,Chris Carter,Drama|Mystery|Sci-Fi|Thriller,20981633,30000000,5.9
Anne Hathaway,Steve Coogan,Joanna Lumley,Tommy O'Haver,Comedy|Family|Fantasy|Romance,22913677,35000000,6.3
Will Smith,Eddie Marsan,Albert Brooks,Peter Landesman,Biography|Drama|Sport,34531832,35000000,7.1
Ken Arnold,Benjamin J. Cain Jr.,Richard Cetrone,John Singleton,Action|Mystery|Thriller,28064226,35000000,5.0
Jim Broadbent,Olivia Williams,Pip Torrens,Gary Chapman,Adventure|Animation|Comedy|Family|War,19447478,35000000,5.6
Robert Downey Jr.,Rip Torn,Richard Thomas,Curtis Hanson,Comedy|Drama,19389454,55000000,7.4
Drake Bell,Tracy Morgan,Marion Ross,Craig Mazin,Action|Comedy|Sci-Fi|Thriller,25871834,35000000,4.5
Alona Tal,James Ransone,Michael Beach,Allen Hughes,Crime|Drama|Thriller,19692608,35000000,6.2
Shannon Elizabeth,Portia de Rossi,Derek Mears,Wes Craven,Comedy|Horror,19294901,35000000,5.0
Joseph Gordon-Levitt,Dania Ramirez,Aasif Mandvi,David Koepp,Action|Crime|Thriller,20275446,35000000,6.5
Jim Gaffigan,Richard T. Jones,Michael Mosley,Anne Fletcher,Action|Comedy|Crime,34507079,35000000,5.1
Djimon Hounsou,Lucy Gordon,Alex Jennings,Shekhar Kapur,Adventure|Drama|Romance|War,18306166,35000000,6.5
Jason Statham,Clifton Collins Jr.,Wendell Pierce,Taylor Hackford,Action|Crime|Romance|Thriller,17609982,35000000,6.2
Kirsten Dunst,Jon Favreau,Austin Nichols,Richard Loncraine,Comedy|Romance|Sport,16831505,31000000,6.3
Brendan Fraser,Brooke Shields,Matt Prokop,Roger Kumble,Comedy|Family,17596256,35000000,3.8
Alex Russell,Cariba Heine,Richard Brancatisano,Kimble Rendall,Action|Horror|Sci-Fi,,30000000,5.2
Meryl Streep,Tom Cruise,Andrew Garfield,Robert Redford,Drama|Thriller|War,14998070,35000000,6.2
Tim Meadows,Nat Faxon,Matt Price,Jake Kasdan,Comedy|Music,18317151,35000000,6.7
Kevin Spacey,Scott Glenn,Jason Behr,Lasse Hallström,Drama,11405825,35000000,6.8
Gregory Smith,Ronny Cox,Harris Yulin,Les Mayfield,Action|Western,13264986,35000000,6.0
Michiel Huisman,Jim Broadbent,Thomas Kretschmann,Jean-Marc Vallée,Biography|Drama|History|Romance,10991381,35000000,7.3
Tom Skerritt,Bashar Rahal,Shawn Doyle,Dominic Sena,Action|Crime|Mystery|Thriller,10268846,35000000,5.5
Brad Pitt,Tye Sheridan,Fiona Shaw,Terrence Malick,Drama|Fantasy,13303319,32000000,6.7
Mireille Enos,Martin Donovan,Maurice Compte,David Ayer,Action|Crime|Drama|Thriller,10499968,35000000,5.7
Heath Ledger,Mark Addy,Benno Fürmann,Brian Helgeland,Action|Mystery|Thriller,7659747,38000000,5.1
Julie Benz,Wayne Knight,Colin Salmon,Lexi Alexander,Action|Crime|Drama|Thriller,7948159,35000000,6.0
Kevin Zegers,Rip Torn,Thomas F. Wilson,Peter Hewitt,Action|Adventure|Family|Sci-Fi,11631245,35000000,4.2
Joseph Gordon-Levitt,Soleyman Pierini,Jade Kindar-Martin,Robert Zemeckis,Adventure|Biography|Drama|Thriller,10137502,35000000,7.4
Archie Panjabi,Albert Finney,Richard Coyle,Ridley Scott,Comedy|Drama|Romance,7458269,35000000,6.9
Peter Coyote,Gregg Henry,Rie Rasmussen,Brian De Palma,Crime|Drama|Mystery|Thriller,6592103,35000000,6.3
Maricel Álvarez,Hanaa Bouchaib,Eduard Fernández,Alejandro G. Iñárritu,Drama,5100937,,7.5
Tamsin Egerton,Alice Englert,Bipasha Basu,Roland Joffé,Action|Adventure|Romance|Sci-Fi,,,4.5
Salma Hayek,Sam Shepard,Dwight Yoakam,Joachim Rønning,Action|Comedy|Crime|Western,,32000000,5.7
Bill Cobbs,Aisha Tyler,Beverly D'Angelo,Tony Kaye,Crime|Drama,,23000000,7.2
Ki Hong Lee,Aml Ameen,Jacob Latimore,Wes Ball,Action|Mystery|Sci-Fi|Thriller,102413606,34000000,6.8
Tom Wilkinson,June Diane Raphael,Melissa McMeekin,Ken Scott,Comedy,10214013,35000000,5.4
Hugh Jackman,Ellen Burstyn,Mark Margolis,Darren Aronofsky,Drama|Sci-Fi,10139254,35000000,7.3
Nicolas Cage,Mark Valley,Sami Gayle,Simon West,Action|Crime|Drama|Thriller,183125,35000000,5.5
Rumi Hiiragi,Yûki Amami,Yuria Nara,Hayao Miyazaki,Adventure|Animation|Family|Fantasy,15081783,34000000,7.7
Tiago Riani,Melissa Benoist,Hayley Lovitt,George Tillman Jr.,Drama|Romance,37432299,34000000,7.1
Liam Aiken,Eva Marie Saint,Vincent Perez,Hugh Hudson,Adventure|Drama|Romance,6543194,34000000,5.6
Gerard Butler,Dennis Quaid,Judy Greer,Gabriele Muccino,Comedy|Romance|Sport,13101142,35000000,5.7
Terry Pheto,Fana Mokoena,Tony Kgoroge,Justin Chadwick,Biography|Drama|History,8324748,35000000,7.1
